Ref,Qty,Value,Footprint,Manufacturer,MPN,Distributor,DistributorPN,Package,Description,DNP,Notes
C3348,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3349,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3350,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3351,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3352,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3353,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3354,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3355,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3356,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3357,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3358,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3359,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3360,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3361,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3362,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3363,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3364,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3365,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3366,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3367,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3368,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3369,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3370,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3371,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3372,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3373,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3374,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3375,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3376,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3377,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3378,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3379,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3380,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3381,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3382,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3383,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3384,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3385,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3386,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3387,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3388,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3389,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3390,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3391,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3392,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3393,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3394,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3395,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3396,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3397,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3398,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3399,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3400,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3401,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3402,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3403,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3404,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3405,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3406,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3407,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3408,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3409,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3410,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3411,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3412,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3413,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3414,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3415,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3416,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3417,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3418,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3419,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3420,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3421,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3422,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3423,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3424,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3425,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3426,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3427,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3428,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3429,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3430,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3431,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3432,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3433,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3434,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3435,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3436,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3437,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3438,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3439,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3440,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3441,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3442,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3443,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3444,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3445,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3446,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3447,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3448,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3449,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3450,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3451,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3452,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3453,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3454,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3455,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,HBM4 package-BGA Tier-4 bypass (VDDC/VDDQL/VDDQ/VPP),,
C3456,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,HBM4 Tier-2 bulk decoupling (per stack),,
C3457,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,HBM4 Tier-2 bulk decoupling (per stack),,
C3458,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,HBM4 Tier-2 bulk decoupling (per stack),,
C3459,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,HBM4 Tier-2 bulk decoupling (per stack),,
C3460,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,HBM4 Tier-2 bulk decoupling (per stack),,
C3461,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,HBM4 Tier-2 bulk decoupling (per stack),,
C3462,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,HBM4 Tier-2 bulk decoupling (per stack),,
